tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2004-W-SL-USA-01A-2004,US Open,Hard,128,G,20040830,123,200077,8,,Jennifer Capriati,R,170,USA,28.4216290212,8,2414,200033,3,,Serena Williams,R,175,USA,22.9267624914,11,1995,2-6 6-4 6-4,3,QF
2004-W-T2-USA-01A-2004,Amelia Island,Clay,56,T2,20040405,055,200128,4,,Lindsay Davenport,R,189,USA,27.8247775496,4,2943,200065,3,,Amelie Mauresmo,R,175,FRA,24.7529089665,3,3173,6-4 6-4,3,F
2004-W-T1-GER-01A-2004,Berlin,Clay,56,T1,20040503,054,200065,2,,Amelie Mauresmo,R,175,FRA,24.8295687885,3,3167,200077,6,,Jennifer Capriati,R,170,USA,28.0958247775,8,2216,6-2 6-0,3,SF
2004-W-T2-USA-02A-2004,Stanford,Hard,28,T2,20040712,027,200128,2,,Lindsay Davenport,R,189,USA,28.0930869268,5,3297,200748,1,,Venus Williams,R,185,USA,24.0684462697,15,1640,7-6(4) 5-7 7-6(4),3,F
2004-W-T2-CHN-01A-2004,Beijing,Hard,28,T2,20040920,013,200033,1,,Serena Williams,R,175,USA,22.984257358,10,2273,201336,,,Dinara Safina,R,182,RUS,18.4010951403,60,583,6-4 3-6 6-3,3,R16
2004-W-T2-AUS-01A-2004,Sydney,Hard,28,T2,20040112,025,200003,1,,Justine Henin,R,167,BEL,21.6153319644,1,6603,200128,4,,Lindsay Davenport,R,189,USA,27.5947980835,5,2770,W/O,3,SF
2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,G,20050620,097,200128,1,,Lindsay Davenport,R,189,USA,29.0321697467,1,5247,201336,30,,Dinara Safina,R,182,RUS,19.1485284052,32,973,6-2 6-1,3,R32
2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,G,20050620,113,200128,1,,Lindsay Davenport,R,189,USA,29.0321697467,1,5247,200079,15,,Kim Clijsters,R,,BEL,22.0342231348,13,1958,6-3 6-7(4) 6-3,3,R16
2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,G,20050620,116,200772,9,,Anastasia Myskina,R,174,RUS,23.9507186858,10,2343,200108,6,,Elena Dementieva,R,180,RUS,23.6796714579,5,3087,1-6 7-6(9) 7-5,3,R16
2005-W-WT-USA-01A-2005,WTA Tour Championships,Hard,4,W,20051107,003,200065,4,,Amelie Mauresmo,R,175,FRA,26.3436002738,4,3662,200096,5,,Mary Pierce,R,178,FRA,30.8117727584,5,3184,5-7 7-6(3) 6-4,3,F
2002-W-WT-USA-01A-2002,WTA Tour Championships,Hard,16,W,20021106,013,200033,1,,Serena Williams,R,175,USA,21.106091718,1,5596,200077,3,,Jennifer Capriati,R,170,USA,26.6009582478,3,3520,2-6 6-4 6-4,3,SF
2002-W-T4-USA-01A-2002,Sarasota,Clay,32,T4,20020401,023,200772,,,Anastasia Myskina,R,174,RUS,20.7310061602,36,880,200096,,WC,Mary Pierce,R,178,FRA,27.2087611225,295,66,6-4 3-6 7-6(4),3,R16
2003-W-SL-USA-01A-2003,US Open,Hard,128,G,20030825,121,200079,1,,Kim Clijsters,R,,BEL,20.2135523614,1,6039,200065,5,,Amelie Mauresmo,R,175,FRA,24.1396303901,6,2695,6-1 6-4,3,QF
2003-W-T2-UAE-01A-2003,Dubai,Hard,28,T2,20030217,025,200003,1,,Justine Henin,R,167,BEL,20.7145790554,4,3283,200077,3,,Jennifer Capriati,R,170,USA,26.8884325804,6,2790,7-5 4-6 6-4,3,SF
2003-W-T1-GER-01A-2003,Berlin,Clay,56,T1,20030505,055,200003,3,,Justine Henin,R,167,BEL,20.9253935661,4,3910,200079,1,,Kim Clijsters,R,,BEL,19.9069130732,3,4312,6-4 4-6 7-5,3,F
2003-W-T1-ITA-01A-2003,Rome,Clay,56,T1,20030512,047,200772,8,,Anastasia Myskina,R,174,RUS,21.8425735797,11,2234,201320,,,Svetlana Kuznetsova,R,174,RUS,17.8726899384,41,835,6-4 7-5,3,R16
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,20010625,114,200003,8,,Justine Henin,R,167,BEL,19.0663928816,9,2113,200081,18,,Anke Huber,R,,GER,26.5571526352,21,1372,4-6 6-2 6-2,3,R16
2001-W-T2-USA-06A-2001,New Haven,Hard,28,T2,20010819,021,200128,1,,Lindsay Davenport,R,189,USA,25.1991786448,3,4544,200065,6,,Amelie Mauresmo,R,175,FRA,22.1273100616,8,2480,6-4 6-4,3,QF
2001-W-T2-USA-06A-2001,New Haven,Hard,28,T2,20010819,027,200748,3,WC,Venus Williams,R,185,USA,21.1745379877,4,4342,200128,1,,Lindsay Davenport,R,189,USA,25.1991786448,3,4544,7-6(6) 6-4,3,F
2001-W-T2-GER-03A-2001,Filderstadt,Hard,28,T2,20011008,023,200003,6,,Justine Henin,R,167,BEL,19.3538672142,7,2704,200081,,,Anke Huber,R,,GER,26.8446269678,20,1263,6-7(4) 6-2 7-5,3,QF
2001-W-T1-RUS-01A-2001,Moscow,Carpet,28,T1,20011001,021,200108,8,,Elena Dementieva,R,180,RUS,19.961670089,13,1610,200001,1,,Martina Hingis,R,170,SUI,21.0020533881,1,5256,6-2 6-2,3,QF
2001-W-WT-GER-01A-2001,WTA Tour Championships,Hard,16,W,20011030,015,200033,7,,Serena Williams,R,175,USA,20.090349076,10,2501,200128,2,,Lindsay Davenport,R,189,USA,25.3908281999,2,4901,W/O,3,F
2002-W-T2-AUS-01A-2002,Sydney,Hard,28,T2,20020106,008,200049,,,Conchita Martinez,R,170,ESP,29.7275838467,39,811,200108,,,Elena Dementieva,R,180,RUS,20.2299794661,15,1576,6-4 3-6 6-1,3,R32
2002-W-T1-GER-01A-2002,Berlin,Clay,56,T1,20020506,031,200017,13,,Arantxa Sanchez Vicario,R,,ESP,30.3819301848,17,1337,200049,,,Conchita Martinez,R,170,ESP,30.0533880903,45,761,6-1 6-3,3,R32
2002-W-T1-GER-01A-2002,Berlin,Clay,56,T1,20020506,053,200003,5,,Justine Henin,R,167,BEL,19.9288158795,8,3112,200077,1,,Jennifer Capriati,R,170,USA,26.1026694045,2,4553,5-7 6-2 6-1,3,SF
2002-W-T1-ITA-01A-2002,Rome,Clay,56,T1,20020513,048,200077,2,,Jennifer Capriati,R,170,USA,26.12183436,2,4449,200096,,,Mary Pierce,R,178,FRA,27.3237508556,172,175,6-0 6-0,3,R16
2002-W-T2-GER-02A-2002,Leipzig,Carpet,28,T2,20020923,026,200772,6,,Anastasia Myskina,R,174,RUS,21.2101300479,12,1878,200079,4,,Kim Clijsters,R,,BEL,19.2936344969,8,2827,6-4 5-7 7-6(3),3,SF
1975-W-SL-FRA-01A-1975,French Open,Clay,64,G,19750602,063,200259,1,,Chris Evert,R,,USA,,,,200293,2,,Martina Navratilova,L,173,USA,,,,2-6 6-2 6-1,3,F
2005-W-T1-GER-01A-2005,Berlin,Clay,56,T1,20050502,031,200079,11,,Kim Clijsters,R,,BEL,21.9000684463,17,1506,201336,,,Dinara Safina,R,182,RUS,19.0143737166,36,841,7-5 6-2,3,R32
2005-W-T2-GER-01A-2005,Filderstadt,Hard,28,T2,20051003,014,200772,8,,Anastasia Myskina,R,174,RUS,24.2381930185,12,2266,201336,,,Dinara Safina,R,182,RUS,19.4360027379,23,1172,7-6(6) 6-7(3) 7-5,3,R16
2005-W-T1-SUI-01A-2005,Zurich,Hard,28,T1,20051017,025,200128,1,,Lindsay Davenport,R,189,USA,29.3579739904,3,4396,200772,7,,Anastasia Myskina,R,174,RUS,24.2765229295,12,1826,6-0 6-4,3,SF
2005-W-WT-USA-01A-2005,WTA Tour Championships,Hard,4,W,20051107,12,200096,5,,Mary Pierce,R,178,FRA,30.8117727584,5,3184,200108,8,,Elena Dementieva,R,180,RUS,24.0629705681,7,2748,6-2 6-3,3,RR
2006-W-T2-QAT-01A-2006,Doha,Hard,28,T2,20060227,022,200001,,WC,Martina Hingis,R,170,SUI,25.4099931554,44,495,201320,6,,Svetlana Kuznetsova,R,174,RUS,20.6707734428,14,1146,7-6(7) 6-2,3,QF
2006-W-T1-USA-02A-2006,Miami,Hard,96,T1,20060320,056,201345,4,,Maria Sharapova,R,,RUS,18.9185489391,4,2753,201419,,,Na Li,R,172,CHN,24.0602327173,60,402,6-2 6-4,3,R64
2006-W-SL-FRA-01A-2006,French Open,Clay,128,G,20060529,126,200003,5,,Justine Henin,R,167,BEL,23.9917864476,5,2408,200079,2,,Kim Clijsters,R,,BEL,22.9733059548,2,3048,6-3 6-2,3,SF
2006-W-T2-GBR-01A-2006,Eastbourne,Grass,28,T2,20060619,020,200079,2,,Kim Clijsters,R,,BEL,23.0308008214,2,3113,201329,,,Vera Zvonareva,R,172,RUS,21.7796030116,47,446,3-0 RET,3,R16
2006-W-SL-USA-01A-2006,US Open,Hard,128,G,20060828,108,200108,4,,Elena Dementieva,R,180,RUS,24.8678986995,5,2167,201329,33,,Vera Zvonareva,R,172,RUS,21.9712525667,34,627,7-5 6-3,3,R32
2006-W-WT-ESP-01A-2006,WTA Tour Championships,Hard,4,W,20061106,11,201320,4,,Svetlana Kuznetsova,R,174,RUS,21.3607118412,4,2468,200108,7,,Elena Dementieva,R,180,RUS,25.0595482546,8,1875,7-5 6-3,3,RR
1983-W-SL-AUS-01A-1983,Australian Open,Grass,64,G,19831129,061,200293,1,,Martina Navratilova,L,173,USA,,,,200360,3,,Pam Shriver,R,,USA,,,,6-4 6-3,3,SF
1983-W-WT-AUS-01A-1983,Brisbane,Grass,56,W,19831114,054,200209,2,,Wendy Turnbull,U,,AUS,,,,200348,3,,Hana Mandlikova,R,,AUS,,,,7-6 6-3,3,SF
1983-W-WT-USA-15A-1983,Virginia Slims Championships,Carpet,16,W,19830323,015,200293,1,,Martina Navratilova,L,173,USA,,,,200259,2,,Chris Evert,R,,USA,,,,6-2 6-0,3,F
1984-W-WT-GBR-02A-1984,Eastbourne,Grass,64,W,19840618,060,200259,2,,Chris Evert,R,,USA,29.492128679,2,,200377,10,,Helena Sukova,R,,CZE,19.3155373032,16,,6-2 7-6,3,QF
1984-W-WT-USA-03A-1984,Oakland,Carpet,32,W,19840109,025,200293,1,,Martina Navratilova,L,173,USA,27.2251882272,1,,200404,7,,Zina Garrison,U,,USA,20.1478439425,7,,6-1 6-1,3,QF
1981-W-SL-AUS-01A-1981,Australian Open,Grass,56,G,19811130,053,200259,1,,Chris Evert,R,,USA,,,,200209,7,,Wendy Turnbull,U,,AUS,,,,6-4 7-6(1),3,SF
1981-W-SL-GBR-01A-1981,Wimbledon,Grass,96,G,19810622,095,200259,1,,Chris Evert,R,,USA,,,,200348,2,,Hana Mandlikova,R,,AUS,,,,6-2 6-2,3,F
2004-W-SL-AUS-01A-2004,Australian Open,Hard,128,G,20040119,124,200079,2,,Kim Clijsters,R,,BEL,20.6160164271,2,6373,200772,6,,Anastasia Myskina,R,174,RUS,22.5325119781,7,2629,6-2 7-6(9),3,QF
2004-W-SL-AUS-01A-2004,Australian Open,Hard,128,G,20040119,127,200003,1,,Justine Henin,R,167,BEL,21.6344969199,1,6830,200079,2,,Kim Clijsters,R,,BEL,20.6160164271,2,6373,6-3 4-6 6-3,3,F
2004-W-SL-FRA-01A-2004,French Open,Clay,128,G,20040524,122,200108,9,,Elena Dementieva,R,180,RUS,22.6064339493,10,2236,200065,3,,Amelie Mauresmo,R,175,FRA,24.887063655,3,3484,6-4 6-3,3,QF
2004-W-T1-ITA-01A-2004,Rome,Clay,56,T1,20040510,048,200065,2,,Amelie Mauresmo,R,175,FRA,24.848733744,,,200049,13,,Conchita Martinez,R,170,ESP,32.0657084189,,,6-3 6-4,3,R16
2004-W-T2-USA-03A-2004,Los Angeles,Hard,56,T2,20040719,054,200128,3,,Lindsay Davenport,R,189,USA,28.1122518823,5,3548,200748,2,,Venus Williams,R,185,USA,24.0876112252,13,1827,7-5 2-0 RET,3,SF
2004-W-T1-SUI-01A-2004,Zurich,Hard,28,T1,20041018,017,200748,7,,Venus Williams,R,185,USA,24.3367556468,11,2232,201421,,Q,Ana Ivanovic,R,183,SRB,16.9500342231,156,214,7-6(11) 7-6(6),3,R16
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,20041110,002,200033,7,,Serena Williams,R,175,USA,23.1184120465,8,2597,200065,2,,Amelie Mauresmo,R,175,FRA,25.3470225873,2,4195,4-6 7-6(2) 6-4,3,SF
2004-W-T2-USA-05A-2004,Philadelphia,Hard,28,T2,20041101,025,200065,1,,Amelie Mauresmo,R,175,FRA,25.3278576318,2,4370,201345,3,,Maria Sharapova,R,,RUS,17.5386721424,7,2808,W/O,3,SF
2005-W-SL-FRA-01A-2005,French Open,Clay,128,G,20050523,108,201421,29,,Ana Ivanovic,R,183,SRB,17.5441478439,31,943,200065,3,,Amelie Mauresmo,R,175,FRA,25.8836413415,3,4477,6-4 3-6 6-4,3,R32
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,20050829,122,200079,4,,Kim Clijsters,R,,BEL,22.2258726899,4,3179,200748,10,,Venus Williams,R,185,USA,25.1991786448,10,2658,4-6 7-5 6-1,3,QF
2005-W-T2-BEL-01A-2005,Antwerp,Hard,28,T2,20050214,026,200748,3,,Venus Williams,R,185,USA,24.6625598905,8,2391,200772,2,,Anastasia Myskina,R,174,RUS,23.6057494867,6,3738,6-3 3-6 6-3,3,SF
2005-W-T4-POR-01A-2005,Estoril,Clay,32,T4,20050425,030,201419,4,,Na Li,R,172,CHN,23.1594798084,40,752,201336,2,,Dinara Safina,R,182,RUS,18.9952087611,38,789,6-1 6-1,3,SF
2005-W-T2-QAT-01A-2005,Doha,Hard,28,T2,20050221,018,200049,,,Conchita Martinez,R,170,ESP,32.8514715948,37,823,200772,3,,Anastasia Myskina,R,174,RUS,23.6249144422,5,3856,6-4 7-5,3,R16
2005-W-T1-USA-02A-2005,Miami,Hard,96,T1,20050323,090,200079,,,Kim Clijsters,R,,BEL,21.7850787132,38,760,200108,4,,Elena Dementieva,R,180,RUS,23.4305270363,5,3884,6-2 6-1,3,QF
2002-W-WT-USA-01A-2002,WTA Tour Championships,Hard,16,W,20021106,014,200079,5,,Kim Clijsters,R,,BEL,19.40862423,6,2838,200748,2,,Venus Williams,R,185,USA,22.3819301848,2,4844,5-0 RET,3,SF
2003-W-T1-USA-01A-2003,Indian Wells,Hard,96,T1,20030305,088,200077,2,,Jennifer Capriati,R,170,USA,26.9267624914,6,2718,200108,14,,Elena Dementieva,R,180,RUS,21.3798767967,20,1425,6-4 4-6 6-1,3,R16
2003-W-T2-USA-07A-2003,Philadelphia,Hard,28,T2,20031027,027,200065,2,WC,Amelie Mauresmo,R,175,FRA,24.3121149897,7,2440,200772,3,,Anastasia Myskina,R,174,RUS,22.302532512,9,2305,5-7 6-0 6-2,3,F
2003-W-WT-USA-01A-2003,WTA Tour Championships,Hard,4,W,20031105,8,200003,2,,Justine Henin,R,167,BEL,21.4236824093,2,6461,200772,5,,Anastasia Myskina,R,174,RUS,22.3216974675,8,2492,7-5 5-7 7-5,3,RR
2001-W-SL-FRA-01A-2001,French Open,Clay,128,G,20010528,127,200077,4,,Jennifer Capriati,R,170,USA,25.1635865845,4,3338,200079,12,,Kim Clijsters,R,,BEL,17.9712525667,14,1693,1-6 6-4 12-10,3,F
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,20010625,122,200077,4,,Jennifer Capriati,R,170,USA,25.2402464066,4,4149,200033,5,,Serena Williams,R,175,USA,19.7453798768,5,2481,6-7(4) 7-5 6-3,3,QF
2001-W-T2-GER-03A-2001,Filderstadt,Hard,28,T2,20011008,022,200128,3,,Lindsay Davenport,R,189,USA,25.3333333333,3,4345,200065,5,,Amelie Mauresmo,R,175,FRA,22.2614647502,6,2842,6-4 6-2,3,QF
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,20020318,094,200033,8,,Serena Williams,R,175,USA,20.4736481862,9,2793,200748,2,,Venus Williams,R,185,USA,21.749486653,2,4616,6-2 6-2,3,SF
2002-W-T1-ITA-01A-2002,Rome,Clay,56,T1,20020513,052,200077,2,,Jennifer Capriati,R,170,USA,26.12183436,2,4449,200065,7,,Amelie Mauresmo,R,175,FRA,22.855578371,11,1881,6-2 3-6 6-4,3,QF
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,20020624,122,200003,6,,Justine Henin,R,167,BEL,20.0629705681,6,3125,200652,4,,Monica Seles,L,,USA,28.5585215606,4,3744,7-5 7-6(4),3,QF
1977-W-WT-USA-12A-1977,Philadelphia,Hard,32,W,19770514,016,200293,2,,Martina Navratilova,L,173,USA,,,,200209,,,Wendy Turnbull,U,,AUS,,,,6-3 7-6,3,R32
2005-W-T1-USA-03A-2005,Charleston,Clay,56,T1,20050411,049,200003,,,Justine Henin,R,167,BEL,22.8610540726,43,733,200128,1,,Lindsay Davenport,R,189,USA,28.8405201916,1,5184,3-6 6-3 1-0 RET,3,QF
2005-W-T1-GER-01A-2005,Berlin,Clay,56,T1,20050502,043,201320,4,,Svetlana Kuznetsova,R,174,RUS,19.8466803559,7,3322,200049,,,Conchita Martinez,R,170,ESP,33.0431211499,51,658,5-7 6-4 6-4,3,R16
2005-W-T2-USA-04A-2005,New Haven,Hard,28,T2,20050822,027,200128,1,,Lindsay Davenport,R,189,USA,29.2046543463,2,4300,200065,2,,Amelie Mauresmo,R,175,FRA,26.1327857632,3,3718,6-4 6-4,3,F
2005-W-T1-SUI-01A-2005,Zurich,Hard,28,T1,20051017,006,200772,7,,Anastasia Myskina,R,174,RUS,24.2765229295,12,1826,201329,,,Vera Zvonareva,R,172,RUS,21.1088295688,26,1135,6-2 3-0 RET,3,R32
2005-W-T2-FRA-01A-2005,Paris,Carpet,28,T2,20050207,021,201336,,,Dinara Safina,R,182,RUS,18.7843942505,48,686,200033,1,,Serena Williams,R,175,USA,23.3675564682,2,4336,W/O,3,QF
2005-W-WT-USA-01A-2005,WTA Tour Championships,Hard,4,W,20051107,1,201345,3,,Maria Sharapova,R,,RUS,18.5544147844,3,4281,200128,1,,Lindsay Davenport,R,189,USA,29.4154688569,1,4820,6-3 5-7 6-4,3,RR
2005-W-WT-USA-01A-2005,WTA Tour Championships,Hard,4,W,20051107,8,200096,5,,Mary Pierce,R,178,FRA,30.8117727584,5,3184,200079,2,,Kim Clijsters,R,,BEL,22.417522245,2,4665,6-1 4-6 7-6(2),3,RR
2005-D009,Fed Cup WG1 SF: RUS vs USA,Clay,4,D,20050709,3,200748,,,Venus Williams,R,185,USA,25.0458590007,8,2806,200108,,,Elena Dementieva,R,180,RUS,23.7180013689,5,3211,6-1 6-2,3,RR
2006-W-T2-QAT-01A-2006,Doha,Hard,28,T2,20060227,011,201419,,,Na Li,R,172,CHN,24.0027378508,71,345,201329,,,Vera Zvonareva,R,172,RUS,21.4729637235,49,473,6-4 6-4,3,R32
2006-W-T1-USA-02A-2006,Miami,Hard,96,T1,20060320,045,201320,12,,Svetlana Kuznetsova,R,174,RUS,20.7282683094,14,1114,201329,,,Vera Zvonareva,R,172,RUS,21.53045859,46,473,6-2 6-2,3,R64
2006-W-SL-FRA-01A-2006,French Open,Clay,128,G,20060529,127,200003,5,,Justine Henin,R,167,BEL,23.9917864476,5,2408,201320,8,,Svetlana Kuznetsova,R,174,RUS,20.9199178645,10,1711,6-4 6-4,3,F
2006-W-T2-GBR-01A-2006,Eastbourne,Grass,28,T2,20060619,027,200003,3,,Justine Henin,R,167,BEL,24.0492813142,3,2408,200772,5,,Anastasia Myskina,R,174,RUS,24.9472963723,11,1439,4-6 6-1 7-6(5),3,F
2006-W-SL-GBR-01A-2006,Wimbledon,Grass,128,G,20060626,058,201474,,WC,Agnieszka Radwanska,R,170,POL,17.3059548255,217,121,201458,,,Victoria Azarenka,R,180,BLR,16.9034907598,101,274,7-5 6-4,3,R128
2006-W-SL-USA-01A-2006,US Open,Hard,128,G,20060828,121,200065,1,,Amelie Mauresmo,R,175,FRA,27.1485284052,1,3470,201336,12,,Dinara Safina,R,182,RUS,20.3367556468,13,1416,6-2 6-3,3,QF
2006-W-T2-CHN-01A-2006,Beijing,Hard,28,T2,20060918,027,201320,2,,Svetlana Kuznetsova,R,174,RUS,21.2265571526,5,2264,200065,1,,Amelie Mauresmo,R,175,FRA,27.2060232717,1,3610,6-4 6-0,3,F
2006-W-T2-AUT-01A-2006,Linz,Hard,28,T2,20061023,021,201345,1,,Maria Sharapova,R,,RUS,19.5126625599,3,3337,201421,5,,Ana Ivanovic,R,183,SRB,18.9623545517,15,1063,7-6(3) 7-5,3,QF
1982-W-WT-USA-24A-1982,US Indoors,Carpet,32,W,19820927,030,200360,3,,Pam Shriver,R,,USA,,,,200209,2,,Wendy Turnbull,U,,AUS,,,,7-6 7-6,3,SF
1984-W-SL-FRA-01A-1984,French Open,Clay,128,G,19840528,125,200293,1,,Martina Navratilova,L,173,USA,27.6084873374,1,,200348,3,,Hana Mandlikova,R,,AUS,22.2696783025,3,,3-6 6-2 6-2,3,SF
2004-W-SL-GBR-01A-2004,Wimbledon,Grass,128,G,20040621,117,200128,5,,Lindsay Davenport,R,189,USA,28.0355920602,5,3079,201329,12,,Vera Zvonareva,R,172,RUS,19.7864476386,14,1740,6-4 6-4,3,R16
2004-W-SL-FRA-01A-2004,French Open,Clay,128,G,20040524,124,200077,7,,Jennifer Capriati,R,170,USA,28.1533196441,6,2519,200033,2,,Serena Williams,R,175,USA,22.6584531143,7,2351,6-3 2-6 6-3,3,QF
2004-W-T2-QAT-01A-2004,Doha,Hard,28,T2,20040301,026,200772,3,,Anastasia Myskina,R,174,RUS,22.6475017112,7,2528,200077,2,,Jennifer Capriati,R,170,USA,27.923340178,5,2652,6-2 6-2,3,SF
2004-W-T2-USA-01A-2004,Amelia Island,Clay,56,T2,20040405,025,200003,1,,Justine Henin,R,167,BEL,21.8453114305,1,7626,201336,,,Dinara Safina,R,182,RUS,17.9411362081,32,954,6-4 7-6(6),3,R32
2004-W-T1-USA-03A-2004,Charleston,Clay,56,T1,20040412,050,200748,4,,Venus Williams,R,185,USA,23.819301848,16,1480,201329,9,,Vera Zvonareva,R,172,RUS,19.5947980835,11,1914,6-3 6-4,3,QF
2004-W-SL-FRA-01A-2004,French Open,Clay,128,G,20040524,126,200772,6,,Anastasia Myskina,R,174,RUS,22.8774811773,5,2824,200077,7,,Jennifer Capriati,R,170,USA,28.1533196441,6,2519,6-2 6-2,3,SF
2004-W-T1-GER-01A-2004,Berlin,Clay,56,T1,20040503,045,200077,6,,Jennifer Capriati,R,170,USA,28.0958247775,8,2216,201345,17,,Maria Sharapova,R,,RUS,17.0403832991,22,1282,5-7 6-4 6-1,3,R16
2004-W-T1-ITA-01A-2004,Rome,Clay,56,T1,20040510,037,201345,,,Maria Sharapova,R,,RUS,17.0595482546,,,200108,6,,Elena Dementieva,R,180,RUS,22.5681040383,,,6-1 6-4,3,R32
2004-W-T1-USA-04A-2004,San Diego,Hard,56,T1,20040726,054,200128,4,,Lindsay Davenport,R,189,USA,28.1314168378,4,3975,200108,5,,Elena Dementieva,R,180,RUS,22.7789185489,6,3038,6-2 6-4,3,SF
2004-W-T2-USA-05A-2004,Philadelphia,Hard,28,T2,20041101,027,200065,1,,Amelie Mauresmo,R,175,FRA,25.3278576318,2,4370,201329,6,,Vera Zvonareva,R,172,RUS,20.1505817933,11,2116,3-6 6-2 6-2,3,F
2002-W-T2-UAE-01A-2002,Dubai,Hard,28,T2,20020218,021,200748,1,,Venus Williams,R,185,USA,21.6728268309,2,4688,200772,,,Anastasia Myskina,R,174,RUS,20.6160164271,47,723,6-0 3-6 6-4,3,QF
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,20030623,116,201320,33,,Svetlana Kuznetsova,R,174,RUS,17.9876796715,34,903,201345,,WC,Maria Sharapova,R,,RUS,16.1779603012,91,411,6-1 2-6 7-5,3,R16
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,20030623,122,200003,3,,Justine Henin,R,167,BEL,21.0595482546,3,4823,201320,33,,Svetlana Kuznetsova,R,174,RUS,17.9876796715,34,903,6-2 6-2,3,QF
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,20030113,064,200748,2,,Venus Williams,R,185,USA,22.5735797399,2,4942,201320,,,Svetlana Kuznetsova,R,174,RUS,17.5468856947,45,819,6-4 6-2,3,R128
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,20030113,125,200033,1,,Serena Williams,R,175,USA,21.2977412731,1,5941,200079,4,,Kim Clijsters,R,,BEL,19.6002737851,4,3741,4-6 6-3 7-5,3,SF
2003-W-T3-QAT-01A-2003,Doha,Hard,30,T3,20030210,021,201336,,,Dinara Safina,R,182,RUS,16.7912388775,69,517,201320,,,Svetlana Kuznetsova,R,174,RUS,17.6235455168,48,743,6-4 6-3,3,R16
2003-W-T2-UAE-01A-2003,Dubai,Hard,28,T2,20030217,003,200772,5,,Anastasia Myskina,R,174,RUS,21.6125941136,10,2241,201336,,Q,Dinara Safina,R,182,RUS,16.810403833,65,559,6-4 6-3,3,R32
2003-W-T2-UAE-01A-2003,Dubai,Hard,28,T2,20030217,022,200077,3,,Jennifer Capriati,R,170,USA,26.8884325804,6,2790,200049,,,Conchita Martinez,R,170,ESP,30.8391512663,35,893,6-2 6-3,3,QF
2003-W-T1-GER-01A-2003,Berlin,Clay,56,T1,20030505,052,200003,3,,Justine Henin,R,167,BEL,20.9253935661,4,3910,201329,,,Vera Zvonareva,R,172,RUS,18.6557152635,25,1135,6-4 7-5,3,QF
2003-W-WT-USA-01A-2003,WTA Tour Championships,Hard,4,W,20031105,002,200065,6,,Amelie Mauresmo,R,175,FRA,24.3312799452,6,2736,200003,2,,Justine Henin,R,167,BEL,21.4236824093,2,6461,7-6(2) 3-6 6-3,3,SF
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,20010625,126,200748,2,,Venus Williams,R,185,USA,21.0212183436,2,4789,200128,3,,Lindsay Davenport,R,189,USA,25.0458590007,3,4543,6-2 6-7(1) 6-1,3,SF
2001-W-T2-USA-05A-2001,Los Angeles,Hard,48,T2,20010806,047,200128,2,,Lindsay Davenport,R,189,USA,25.1608487337,3,4460,200652,6,,Monica Seles,L,,USA,27.6769336071,10,2042,6-3 7-5,3,F
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,20010827,117,200079,5,,Kim Clijsters,R,,BEL,18.2203969884,5,2956,200108,11,,Elena Dementieva,R,180,RUS,19.8658453114,11,1831,7-5 4-6 6-2,3,R16
2001-W-T2-FRA-02A-2001,Nice,Carpet,28,T2,20010212,026,200065,7,,Amelie Mauresmo,R,175,FRA,21.6098562628,14,1554,200081,5,,Anke Huber,R,,GER,26.1930184805,16,1494,2-6 6-1 6-1,3,SF
2001-W-T1-CAN-01A-2001,Canadian Open,Hard,56,T1,20010813,055,200033,4,,Serena Williams,R,175,USA,19.8795345654,10,2000,200077,1,,Jennifer Capriati,R,170,USA,25.3744010951,3,4519,6-1 6-7(7) 6-3,3,F
2002-W-T1-JPN-01A-2002,Tokyo,Carpet,28,T1,20020129,027,200001,1,,Martina Hingis,R,170,SUI,21.3278576318,4,3901,200652,3,,Monica Seles,L,,USA,28.1560574949,10,2540,7-6(6) 4-6 6-3,3,F
2002-W-T2-GER-01A-2002,Hamburg,Clay,28,T2,20020430,021,200748,1,,Venus Williams,R,185,USA,21.864476386,1,4669,200017,8,,Arantxa Sanchez Vicario,R,,ESP,30.3627652293,18,1328,3-6 6-4 6-1,3,QF
