tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2002-W-T2-USA-06A-2002,New Haven,Hard,28,T2,20020819,009,200772,,,Anastasia Myskina,R,174,RUS,21.1143052704,16,1490,200049,,WC,Conchita Martinez,R,170,ESP,30.340862423,59,567,6-1 6-4,3,R32
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,20020826,126,200748,2,,Venus Williams,R,185,USA,22.1902806297,2,5067,200065,10,,Amelie Mauresmo,R,175,FRA,23.1430527036,9,2598,6-3 5-7 6-4,3,SF
1977-W-WT-USA-12A-1977,Philadelphia,Hard,32,W,19770514,031,200259,1,,Chris Evert,R,,USA,,,,200293,2,,Martina Navratilova,L,173,USA,,,,6-4 4-6 6-3,3,F
2005-W-T2-USA-01A-2005,Amelia Island,Clay,56,T2,20050404,049,200128,1,,Lindsay Davenport,R,189,USA,28.8213552361,1,5233,200748,5,,Venus Williams,R,185,USA,24.7967145791,8,2628,1-6 6-3 6-4,3,QF
2005-W-T2-GBR-01A-2005,Eastbourne,Grass,28,T2,20050613,026,200079,7,,Kim Clijsters,R,,BEL,22.0150581793,17,1664,201320,2,,Svetlana Kuznetsova,R,174,RUS,19.961670089,5,3212,6-4 3-6 6-4,3,SF
2005-W-T2-USA-02A-2005,Stanford,Hard,28,T2,20050725,027,200079,4,,Kim Clijsters,R,,BEL,22.1300479124,14,2074,200748,2,,Venus Williams,R,185,USA,25.1033538672,10,2494,7-5 6-2,3,F
2005-D011,Fed Cup WG1 F: FRA vs RUS,Clay,4,D,20050917,4,200096,,,Mary Pierce,R,178,FRA,30.6584531143,6,2908,200772,,,Anastasia Myskina,R,174,RUS,24.180698152,13,2135,4-6 6-4 6-2,3,RR
2006-W-T2-AUS-01A-2006,Sydney,Hard,28,T2,20060109,026,200003,5,,Justine Henin,R,167,BEL,23.6084873374,8,1891,201320,6,,Svetlana Kuznetsova,R,174,RUS,20.5366187543,14,1173,6-3 6-1,3,SF
2006-W-T1-JPN-01A-2006,Tokyo,Carpet,28,T1,20060130,025,200001,,WC,Martina Hingis,R,170,SUI,25.3333333333,117,231,201345,1,,Maria Sharapova,R,,RUS,18.7843942505,4,2780,6-3 6-1,3,SF
2006-W-T2-GBR-01A-2006,Eastbourne,Grass,28,T2,20060619,026,200003,3,,Justine Henin,R,167,BEL,24.0492813142,3,2408,200079,2,,Kim Clijsters,R,,BEL,23.0308008214,2,3113,6-3 5-7 6-1,3,SF
2006-W-SL-GBR-01A-2006,Wimbledon,Grass,128,G,20060626,120,200079,2,,Kim Clijsters,R,,BEL,23.0499657769,2,3159,201474,,WC,Agnieszka Radwanska,R,170,POL,17.3059548255,217,121,6-2 6-2,3,R16
2006-W-T1-CAN-01A-2006,Canadian Open,Hard,56,T1,20060814,053,201421,13,,Ana Ivanovic,R,183,SRB,18.7707049966,19,915,201336,9,,Dinara Safina,R,182,RUS,20.2984257358,14,1310,6-1 6-4,3,SF
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,20060116,127,200065,3,,Amelie Mauresmo,R,175,FRA,26.5352498289,3,2851,200003,8,,Justine Henin,R,167,BEL,23.627652293,6,2086,6-1 2-0 RET,3,F
2006-W-WT-ESP-01A-2006,WTA Tour Championships,Hard,4,W,20061106,3,200065,1,,Amelie Mauresmo,R,175,FRA,27.3401779603,1,3547,200001,8,,Martina Hingis,R,170,SUI,26.0999315537,7,1913,3-6 6-1 6-4,3,RR
2006-W-WT-ESP-01A-2006,WTA Tour Championships,Hard,4,W,20061106,1,200065,1,,Amelie Mauresmo,R,175,FRA,27.3401779603,1,3547,200003,3,,Justine Henin,R,167,BEL,24.4325804244,3,3473,4-6 7-6(3) 6-2,3,RR
1983-W-SL-USA-01A-1983,US Open,Hard,128,G,19830830,119,200348,8,,Hana Mandlikova,R,,AUS,,,,200404,10,,Zina Garrison,U,,USA,,,,6-3 7-5,3,R16
1983-W-WT-USA-19A-1983,Atlanta,Hard,32,W,19830425,030,200360,2,,Pam Shriver,R,,USA,,,,200209,3,,Wendy Turnbull,U,,AUS,,,,6-4 4-6 6-3,3,SF
1983-W-WT-AUS-02A-1983,Sydney,Grass,56,W,19831121,048,200377,11,,Helena Sukova,R,,CZE,,,,200404,2,,Zina Garrison,U,,USA,,,,6-4 6-4,3,R16
1983-W-WT-USA-01A-1983,Washington,Carpet,32,W,19830103,025,200293,1,,Martina Navratilova,L,173,USA,,,,200377,,,Helena Sukova,R,,CZE,,,,6-2 6-1,3,QF
1984-W-SL-USA-01A-1984,US Open,Hard,128,G,19840828,122,200209,13,,Wendy Turnbull,U,,AUS,31.7508555784,13,,200360,4,,Pam Shriver,R,,USA,22.1492128679,4,,2-6 6-3 6-3,3,QF
1980-W-WT-AUS-01A-1980,Sydney,Grass,56,W,19801201,055,200209,3,,Wendy Turnbull,U,,AUS,,,,200360,6,,Pam Shriver,R,,USA,,,,3-6 6-4 7-6,3,F
2004-W-SL-AUS-01A-2004,Australian Open,Hard,128,G,20040119,121,200003,1,,Justine Henin,R,167,BEL,21.6344969199,1,6830,200128,5,,Lindsay Davenport,R,189,USA,27.613963039,5,2936,7-5 6-3,3,QF
2004-W-SL-USA-01A-2004,US Open,Hard,128,G,20040830,049,200108,6,,Elena Dementieva,R,180,RUS,22.8747433265,6,2896,201336,,,Dinara Safina,R,182,RUS,18.3436002738,42,778,2-6 6-1 6-2,3,R128
2004-W-SL-USA-01A-2004,US Open,Hard,128,G,20040830,127,201320,9,,Svetlana Kuznetsova,R,174,RUS,19.1759069131,9,2090,200108,6,,Elena Dementieva,R,180,RUS,22.8747433265,6,2896,6-3 7-5,3,F
2004-W-T2-AUS-01A-2004,Sydney,Hard,28,T2,20040112,015,200128,4,,Lindsay Davenport,R,189,USA,27.5947980835,5,2770,201329,,,Vera Zvonareva,R,172,RUS,19.3456536619,13,1763,1-6 6-2 7-5,3,R16
2004-W-T2-AUS-01A-2004,Sydney,Hard,28,T2,20040112,023,200065,3,,Amelie Mauresmo,R,175,FRA,24.5229295003,4,3194,200772,5,,Anastasia Myskina,R,174,RUS,22.5133470226,7,2581,6-4 7-6(4),3,QF
2004-W-T2-FRA-01A-2004,Paris,Carpet,28,T2,20040209,025,200079,1,,Kim Clijsters,R,,BEL,20.6735112936,2,6603,201336,,Q,Dinara Safina,R,182,RUS,17.787816564,40,829,6-1 6-1,3,SF
2004-W-T2-UAE-01A-2004,Dubai,Hard,28,T2,20040223,027,200003,1,,Justine Henin,R,167,BEL,21.7303216975,1,7000,201320,,,Svetlana Kuznetsova,R,174,RUS,18.6584531143,29,1003,7-6(3) 6-3,3,F
2004-W-T1-USA-01A-2004,Indian Wells,Hard,96,T1,20040310,089,200003,1,,Justine Henin,R,167,BEL,21.7686516085,1,7262,201320,12,,Svetlana Kuznetsova,R,174,RUS,18.6967830253,14,1542,6-4 7-5,3,QF
2004-W-T1-ITA-01A-2004,Rome,Clay,56,T1,20040510,054,200065,2,,Amelie Mauresmo,R,175,FRA,24.848733744,,,201329,8,,Vera Zvonareva,R,172,RUS,19.6714579055,,,6-2 6-3,3,SF
2004-W-T1-USA-04A-2004,San Diego,Hard,56,T1,20040726,042,201329,12,,Vera Zvonareva,R,172,RUS,19.8822724162,15,1773,201320,7,,Svetlana Kuznetsova,R,174,RUS,19.0800821355,9,2180,6-2 6-3,3,R16
2004-W-T1-RUS-01A-2004,Moscow,Carpet,28,T1,20041011,022,200108,5,,Elena Dementieva,R,180,RUS,22.9897330595,6,2978,201320,4,,Svetlana Kuznetsova,R,174,RUS,19.2908966461,5,3425,6-1 6-3,3,QF
2004-W-T2-USA-05A-2004,Philadelphia,Hard,28,T2,20041101,021,200065,1,,Amelie Mauresmo,R,175,FRA,25.3278576318,2,4370,200748,5,,Venus Williams,R,185,USA,24.3750855578,10,2332,7-5 5-7 6-1,3,QF
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,20041110,8,200065,2,,Amelie Mauresmo,R,175,FRA,25.3470225873,2,4195,201345,6,,Maria Sharapova,R,,RUS,17.5578370979,6,2902,7-5 6-4,3,RR
2005-W-SL-FRA-01A-2005,French Open,Clay,128,G,20050523,119,200003,10,,Justine Henin,R,167,BEL,22.9760438056,12,2017,201320,6,,Svetlana Kuznetsova,R,174,RUS,19.9041752225,7,3212,7-6(6) 4-6 7-5,3,R16
2005-W-SL-FRA-01A-2005,French Open,Clay,128,G,20050523,121,200096,21,,Mary Pierce,R,178,FRA,30.3518138261,23,1192,200128,1,,Lindsay Davenport,R,189,USA,28.9555099247,1,5105,6-3 6-2,3,QF
2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,G,20050620,106,200096,12,,Mary Pierce,R,178,FRA,30.4284736482,14,1860,201421,19,,Ana Ivanovic,R,183,SRB,17.620807666,21,1306,6-1 6-4,3,R32
2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,G,20050620,122,200065,3,,Amelie Mauresmo,R,175,FRA,25.9603011636,3,4208,200772,9,,Anastasia Myskina,R,174,RUS,23.9507186858,10,2343,6-3 6-4,3,QF
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,20050829,126,200096,12,,Mary Pierce,R,178,FRA,30.6201232033,12,2286,200108,6,,Elena Dementieva,R,180,RUS,23.871321013,6,2945,3-6 6-2 6-2,3,SF
2005-W-T1-RUS-01A-2005,Moscow,Carpet,28,T1,20051010,025,200096,3,,Mary Pierce,R,178,FRA,30.7351129363,7,2844,201336,,,Dinara Safina,R,182,RUS,19.4551676934,24,1203,7-6(2) 6-3,3,SF
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,20050117,108,201345,4,,Maria Sharapova,R,,RUS,17.749486653,4,3536,201419,,,Na Li,R,172,CHN,22.8911704312,64,547,6-0 6-2,3,R32
2005-W-T1-USA-01A-2005,Indian Wells,Hard,96,T1,20050309,093,200128,1,,Lindsay Davenport,R,189,USA,28.7446954141,1,5161,201345,3,,Maria Sharapova,R,,RUS,17.8836413415,3,4544,6-0 6-0,3,SF
2003-W-SL-USA-01A-2003,US Open,Hard,128,G,20030825,126,200003,2,,Justine Henin,R,167,BEL,21.2320328542,3,5307,200077,6,,Jennifer Capriati,R,170,USA,27.4058863792,7,2615,4-6 7-5 7-6(4),3,SF
2003-W-SL-AUS-01A-2003,Australian Open,Hard,128,G,20030113,117,200003,5,,Justine Henin,R,167,BEL,20.6187542779,5,3207,200128,9,,Lindsay Davenport,R,189,USA,26.598220397,10,2015,7-5 5-7 9-7,3,R16
2003-W-T1-USA-02A-2003,Miami,Hard,96,T1,20030319,093,200033,1,,Serena Williams,R,175,USA,21.4702258727,1,6939,200079,3,,Kim Clijsters,R,,BEL,19.7727583847,3,4451,6-4 6-2,3,SF
2003-W-T1-ITA-01A-2003,Rome,Clay,56,T1,20030512,052,200079,2,,Kim Clijsters,R,,BEL,19.9260780287,2,4519,200772,8,,Anastasia Myskina,R,174,RUS,21.8425735797,11,2234,6-2 6-2,3,QF
2003-W-T3-NED-01A-2003,'s-Hertogenbosch,Grass,30,T3,20030616,029,200079,1,,Kim Clijsters,R,,BEL,20.0219028063,2,5274,200003,2,,Justine Henin,R,167,BEL,21.0403832991,3,4772,6-7(4) 3-0 RET,3,F
2003-W-T2-USA-04A-2003,San Diego,Hard,48,T2,20030728,047,200003,3,,Justine Henin,R,167,BEL,21.1553730322,3,4705,200079,2,,Kim Clijsters,R,,BEL,20.1368925394,2,5796,3-6 6-2 6-3,3,F
2003-W-T1-RUS-01A-2003,Moscow,Carpet,28,T1,20030929,027,200772,4,,Anastasia Myskina,R,174,RUS,22.2258726899,10,1905,200065,2,,Amelie Mauresmo,R,175,FRA,24.2354551677,7,2341,6-2 6-4,3,F
2003-W-T2-GER-02A-2003,Filderstadt,Hard,28,T2,20031006,025,200079,1,,Kim Clijsters,R,,BEL,20.3285420945,1,6579,200096,,WC,Mary Pierce,R,178,FRA,28.7227926078,48,727,7-6(2) 6-0,3,SF
2001-W-T2-USA-04A-2001,San Diego,Hard,48,T2,20010730,047,200748,2,,Venus Williams,R,185,USA,21.1170431211,3,4326,200652,7,,Monica Seles,L,,USA,27.6577686516,10,1886,6-2 6-3,3,F
2001-W-T1-CAN-01A-2001,Canadian Open,Hard,56,T1,20010813,054,200033,4,,Serena Williams,R,175,USA,19.8795345654,10,2000,200652,5,,Monica Seles,L,,USA,27.6960985626,8,2352,7-5 7-6(5),3,SF
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,20020318,065,200077,1,,Jennifer Capriati,R,170,USA,25.9685147159,1,4767,200772,32,,Anastasia Myskina,R,174,RUS,20.6926762491,36,850,3-6 7-5 6-2,3,R32
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,20020527,125,200033,3,,Serena Williams,R,175,USA,20.6652977413,3,4036,200077,1,,Jennifer Capriati,R,170,USA,26.160164271,1,4617,3-6 7-6(2) 6-2,3,SF
2002-W-SL-GBR-01A-2002,Wimbledon,Grass,128,G,20020624,126,200033,2,,Serena Williams,R,175,USA,20.7419575633,2,4926,200065,9,,Amelie Mauresmo,R,175,FRA,22.970568104,11,1827,6-2 6-1,3,SF
2002-W-T3-POL-02A-2002,Sopot,Clay,30,T3,20020721,028,201336,,Q,Dinara Safina,R,182,RUS,16.2354551677,169,189,201329,,,Vera Zvonareva,R,172,RUS,17.8699520876,65,503,6-3 6-2,3,SF
1975-W-SL-USA-01A-1975,US Open,Clay,64,G,19750827,061,200259,1,,Chris Evert,R,,USA,,,,200293,3,,Martina Navratilova,L,173,USA,,,,6-4 6-4,3,SF
1977-W-SL-USA-01A-1977,US Open,Clay,97,G,19770831,096,200259,1,,Chris Evert,R,,USA,,,,200209,12,,Wendy Turnbull,U,,AUS,,,,7-6 6-2,3,F
2005-W-T1-CAN-01A-2005,Canadian Open,Hard,56,T1,20050815,053,200079,7,,Kim Clijsters,R,,BEL,22.1875427789,8,2769,200772,9,,Anastasia Myskina,R,174,RUS,24.1040383299,14,2072,6-4 6-1,3,SF
2005-W-T3-INA-01A-2005,Bali,Hard,30,T3,20050912,027,200128,1,,Lindsay Davenport,R,189,USA,29.2621492129,2,4437,201419,7,,Na Li,R,172,CHN,23.5427789185,41,808,6-2 6-2,3,SF
2006-W-T1-USA-01A-2006,Indian Wells,Hard,96,T1,20060306,090,200108,4,,Elena Dementieva,R,180,RUS,24.3887748118,8,2043,201421,8,,Ana Ivanovic,R,183,SRB,18.3299110198,19,912,2-6 6-4 6-2,3,QF
2006-W-T1-USA-01A-2006,Indian Wells,Hard,96,T1,20060306,094,201345,3,,Maria Sharapova,R,,RUS,18.8802190281,5,2574,200001,19,WC,Martina Hingis,R,170,SUI,25.4291581109,32,583,6-3 6-3,3,SF
2006-W-T1-ITA-01A-2006,Rome,Clay,56,T1,20060515,015,200772,10,,Anastasia Myskina,R,174,RUS,24.8514715948,13,1268,201458,,Q,Victoria Azarenka,R,180,BLR,16.7885010267,115,244,6-3 3-6 7-6(6),3,R64
2006-W-T1-CAN-01A-2006,Canadian Open,Hard,56,T1,20060814,051,200001,7,,Martina Hingis,R,170,SUI,25.8699520876,12,1471,201320,4,,Svetlana Kuznetsova,R,174,RUS,21.1307323751,7,1954,7-6(4) 6-3,3,QF
2006-W-SL-USA-01A-2006,US Open,Hard,128,G,20060828,125,201345,3,,Maria Sharapova,R,,RUS,19.3593429158,4,2739,200065,1,,Amelie Mauresmo,R,175,FRA,27.1485284052,1,3470,6-0 4-6 6-0,3,SF
1982-D031,Fed Cup WG SF: USA vs TCH,Hard,4,D,19820719,1,200259,,,Chris Evert,R,,USA,,,,200377,,,Helena Sukova,R,,CZE,,,,6-1 6-2,3,RR
1982-D031,Fed Cup WG SF: USA vs TCH,Hard,4,D,19820719,2,200293,,,Martina Navratilova,L,173,USA,,,,200348,,,Hana Mandlikova,R,,AUS,,,,6-4 0-6 6-1,3,RR
1983-W-SL-USA-01A-1983,US Open,Hard,128,G,19830830,125,200293,1,,Martina Navratilova,L,173,USA,,,,200360,5,,Pam Shriver,R,,USA,,,,6-2 6-1,3,SF
1983-W-WT-CAN-01A-1983,Canadian Open,Hard,56,W,19830815,053,200293,1,,Martina Navratilova,L,173,USA,,,,200348,5,,Hana Mandlikova,R,,AUS,,,,6-1 7-5,3,SF
1983-W-WT-USA-23A-1983,Mahwah,Hard,56,W,19830822,041,200377,1,,Helena Sukova,R,,CZE,,,,200209,1,,Wendy Turnbull,U,,AUS,,,,5-7 6-4 7-6,3,R16
2004-W-SL-AUS-01A-2004,Australian Open,Hard,128,G,20040119,112,200079,2,,Kim Clijsters,R,,BEL,20.6160164271,2,6373,201336,,,Dinara Safina,R,182,RUS,17.7303216975,48,737,6-2 6-1,3,R32
2004-W-T2-UAE-01A-2004,Dubai,Hard,28,T2,20040223,024,201320,,,Svetlana Kuznetsova,R,174,RUS,18.6584531143,29,1003,200748,2,SR,Venus Williams,R,185,USA,23.6851471595,18,1351,6-2 6-3,3,QF
2004-W-T2-QAT-01A-2004,Doha,Hard,28,T2,20040301,027,200772,3,,Anastasia Myskina,R,174,RUS,22.6475017112,7,2528,201320,,,Svetlana Kuznetsova,R,174,RUS,18.6776180698,20,1279,4-6 6-4 6-4,3,F
2004-W-T1-USA-01A-2004,Indian Wells,Hard,96,T1,20040310,093,200003,1,,Justine Henin,R,167,BEL,21.7686516085,1,7262,200772,4,,Anastasia Myskina,R,174,RUS,22.6666666667,5,2779,6-1 6-1,3,SF
2004-W-T2-USA-01A-2004,Amelia Island,Clay,56,T2,20040405,049,200003,1,,Justine Henin,R,167,BEL,21.8453114305,1,7626,201329,8,,Vera Zvonareva,R,172,RUS,19.575633128,11,1954,6-4 6-3,3,QF
2004-W-T1-ITA-01A-2004,Rome,Clay,56,T1,20040510,049,200033,1,,Serena Williams,R,175,USA,22.6201232033,,,201320,9,,Svetlana Kuznetsova,R,174,RUS,18.8692676249,,,7-5 6-0,3,QF
2004-W-T2-USA-03A-2004,Los Angeles,Hard,56,T2,20040719,049,200033,1,,Serena Williams,R,175,USA,22.8117727584,16,1649,201329,8,,Vera Zvonareva,R,172,RUS,19.8631074606,14,1748,4-6 6-3 6-3,3,QF
2004-W-T1-CAN-01A-2004,Canadian Open,Hard,56,T1,20040802,054,200065,2,,Amelie Mauresmo,R,175,FRA,25.0787132101,3,4031,201329,10,,Vera Zvonareva,R,172,RUS,19.9014373717,14,1941,7-6(6) 6-2,3,SF
2004-W-T2-GER-01A-2004,Filderstadt,Hard,28,T2,20041004,027,200128,2,,Lindsay Davenport,R,189,USA,28.3230663929,2,4057,200065,1,,Amelie Mauresmo,R,175,FRA,25.2511978097,1,4242,6-2 RET,3,F
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,20041110,003,201345,6,,Maria Sharapova,R,,RUS,17.5578370979,6,2902,200033,7,,Serena Williams,R,175,USA,23.1184120465,8,2597,4-6 6-2 6-4,3,F
2004-W-WT-USA-02A-2004,WTA Tour Championships,Hard,4,W,20041110,2,200128,1,,Lindsay Davenport,R,189,USA,28.4188911704,1,4546,200108,5,,Elena Dementieva,R,180,RUS,23.0663928816,5,3382,6-0 6-1,3,RR
2005-W-T2-POL-01A-2005,Warsaw,Clay,28,T2,20050425,025,200003,,,Justine Henin,R,167,BEL,22.8993839836,22,1247,201421,,,Ana Ivanovic,R,183,SRB,17.4674880219,37,800,6-4 7-5,3,SF
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,20050829,125,200079,4,,Kim Clijsters,R,,BEL,22.2258726899,4,3179,201345,1,,Maria Sharapova,R,,RUS,18.3627652293,2,4452,6-2 6-7(4) 6-3,3,SF
2005-W-T2-BEL-01A-2005,Antwerp,Hard,28,T2,20050214,023,200748,3,,Venus Williams,R,185,USA,24.6625598905,8,2391,200079,,,Kim Clijsters,R,,BEL,21.6892539357,87,416,6-2 6-3,3,QF
2005-W-T2-QAT-01A-2005,Doha,Hard,28,T2,20050221,013,200065,1,,Amelie Mauresmo,R,175,FRA,25.6344969199,2,4854,201421,,WC,Ana Ivanovic,R,183,SRB,17.2950034223,61,591,2-6 6-2 6-4,3,R16
2005-W-T1-USA-01A-2005,Indian Wells,Hard,96,T1,20050309,090,201345,3,,Maria Sharapova,R,,RUS,17.8836413415,3,4544,200096,20,,Mary Pierce,R,178,FRA,30.1409993155,33,933,6-4 6-3,3,QF
2002-W-WT-USA-01A-2002,WTA Tour Championships,Hard,16,W,20021106,015,200079,5,,Kim Clijsters,R,,BEL,19.40862423,6,2838,200033,1,,Serena Williams,R,175,USA,21.106091718,1,5596,7-5 6-3,3,F
2003-W-SL-FRA-01A-2003,French Open,Clay,128,G,20030526,121,200033,1,,Serena Williams,R,175,USA,21.6618754278,1,6552,200065,5,,Amelie Mauresmo,R,175,FRA,23.8904859685,5,3358,6-1 6-2,3,QF
2003-W-SL-GBR-01A-2003,Wimbledon,Grass,128,G,20030623,121,200033,1,,Serena Williams,R,175,USA,21.7385352498,1,6006,200077,8,,Jennifer Capriati,R,170,USA,27.2334017796,7,2550,2-6 6-2 6-3,3,QF
2003-W-T3-QAT-01A-2003,Doha,Hard,30,T3,20030210,026,200772,2,,Anastasia Myskina,R,174,RUS,21.5934291581,11,2150,201336,,,Dinara Safina,R,182,RUS,16.7912388775,69,517,6-2 7-5,3,QF
2003-W-T4-USA-01A-2003,Sarasota,Clay,32,T4,20030331,023,200108,5,,Elena Dementieva,R,180,RUS,21.4565366188,21,1344,200096,,,Mary Pierce,R,178,FRA,28.205338809,44,770,3-6 6-1 6-2,3,R16
2003-W-T1-USA-03A-2003,Charleston,Clay,56,T1,20030407,055,200003,2,,Justine Henin,R,167,BEL,20.848733744,4,3643,200033,1,,Serena Williams,R,175,USA,21.5277207392,1,6842,6-3 6-4,3,F
2003-D014,Fed Cup WG SF: RUS vs FRA,Carpet,4,D,20031119,2,200772,,,Anastasia Myskina,R,174,RUS,22.3600273785,7,2581,200096,,,Mary Pierce,R,178,FRA,28.8377823409,33,969,4-6 7-6(2) 7-5,3,RR
2001-W-T2-USA-04A-2001,San Diego,Hard,48,T2,20010730,045,200652,7,,Monica Seles,L,,USA,27.6577686516,10,1886,200001,1,,Martina Hingis,R,170,SUI,20.8295687885,1,5577,6-3 6-4,3,SF
2001-W-T2-USA-05A-2001,Los Angeles,Hard,48,T2,20010806,044,200128,2,,Lindsay Davenport,R,189,USA,25.1608487337,3,4460,200108,7,,Elena Dementieva,R,180,RUS,19.8083504449,11,1920,5-7 6-4 6-2,3,QF
2001-W-T2-USA-06A-2001,New Haven,Hard,28,T2,20010819,023,200748,3,WC,Venus Williams,R,185,USA,21.1745379877,4,4342,200003,5,,Justine Henin,R,167,BEL,19.2197125257,6,2707,6-3 5-7 6-2,3,QF
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,20010827,116,200033,10,,Serena Williams,R,175,USA,19.9178644764,10,2125,200003,6,,Justine Henin,R,167,BEL,19.2388774812,6,2693,7-5 6-0,3,R16
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,20010827,126,200748,4,,Venus Williams,R,185,USA,21.1937029432,4,4433,200077,2,,Jennifer Capriati,R,170,USA,25.4127310062,2,4833,6-4 6-2,3,SF
2001-W-T2-GER-03A-2001,Filderstadt,Hard,28,T2,20011008,018,200081,,,Anke Huber,R,,GER,26.8446269678,20,1263,200079,4,,Kim Clijsters,R,,BEL,18.3353867214,5,3280,6-3 4-6 6-3,3,R16
2002-W-T2-AUS-01A-2002,Sydney,Hard,28,T2,20020106,017,200003,5,,Justine Henin,R,167,BEL,19.6030116359,7,2901,200049,,,Conchita Martinez,R,170,ESP,29.7275838467,39,811,6-0 6-3,3,R16
2002-W-T1-USA-02A-2002,Miami,Hard,96,T1,20020318,091,200033,8,,Serena Williams,R,175,USA,20.4736481862,9,2793,200001,3,,Martina Hingis,R,170,SUI,21.4620123203,3,3811,6-4 6-0,3,QF
2002-W-T2-USA-04A-2002,San Diego,Hard,48,T2,20020729,041,200748,1,,Venus Williams,R,185,USA,22.1136208077,2,5148,200079,5,,Kim Clijsters,R,,BEL,19.1403148528,7,2951,6-3 5-7 6-4,3,QF
2002-W-T2-USA-06A-2002,New Haven,Hard,28,T2,20020819,018,200772,,,Anastasia Myskina,R,174,RUS,21.1143052704,16,1490,200003,4,,Justine Henin,R,167,BEL,20.2162902122,7,3004,7-5 6-2,3,R16
2001-W-T3-ESP-01A-2001,Madrid,Clay,30,T3,20010521,019,201320,,WC,Svetlana Kuznetsova,R,174,RUS,15.8986995209,,,201336,,WC,Dinara Safina,R,182,RUS,15.0663928816,494,23,7-6(5) 6-3,3,Q2
1977-W-WT-USA-07A-1977,Los Angeles,Hard,32,W,19770214,031,200259,1,,Chris Evert,R,,USA,,,,200293,2,,Martina Navratilova,L,173,USA,,,,6-2 2-6 6-1,3,F
2005-W-T1-ITA-01A-2005,Rome,Clay,56,T1,20050509,041,201345,1,,Maria Sharapova,R,,RUS,18.0561259411,2,4900,200096,,,Mary Pierce,R,178,FRA,30.3134839151,24,1169,7-6(4) 6-4,3,R16
2005-W-T2-GER-01A-2005,Filderstadt,Hard,28,T2,20051003,027,200128,1,,Lindsay Davenport,R,189,USA,29.3196440794,2,4619,200065,3,,Amelie Mauresmo,R,175,FRA,26.2477754962,4,3927,6-2 6-4,3,F
2006-W-T1-USA-03A-2006,Charleston,Clay,56,T1,20060410,049,200003,1,,Justine Henin,R,167,BEL,23.8576317591,3,2858,201336,7,,Dinara Safina,R,182,RUS,19.9534565366,20,902,6-4 6-1,3,QF
2006-W-T1-ITA-01A-2006,Rome,Clay,56,T1,20060515,055,200001,,,Martina Hingis,R,170,SUI,25.620807666,21,860,201336,16,,Dinara Safina,R,182,RUS,20.0492813142,19,914,6-2 7-5,3,F
2006-W-T3-USA-02A-2006,Cincinnati,Hard,32,T3,20060717,030,201329,,,Vera Zvonareva,R,172,RUS,21.8562628337,50,434,200033,,,Serena Williams,R,175,USA,24.8049281314,139,201,6-2 6-3,3,SF
2006-W-SL-GBR-01A-2006,Wimbledon,Grass,128,G,20060626,124,200079,2,,Kim Clijsters,R,,BEL,23.0499657769,2,3159,201419,27,,Na Li,R,172,CHN,24.3285420945,30,619,6-4 7-5,3,QF
2006-W-SL-GBR-01A-2006,Wimbledon,Grass,128,G,20060626,127,200065,1,,Amelie Mauresmo,R,175,FRA,26.9760438056,1,3306,200003,3,,Justine Henin,R,167,BEL,24.0684462697,3,2603,2-6 6-3 6-4,3,F
2006-W-T1-CAN-01A-2006,Canadian Open,Hard,56,T1,20060814,055,201421,13,,Ana Ivanovic,R,183,SRB,18.7707049966,19,915,200001,7,,Martina Hingis,R,170,SUI,25.8699520876,12,1471,6-2 6-3,3,F
2006-W-SL-USA-01A-2006,US Open,Hard,128,G,20060828,127,201345,3,,Maria Sharapova,R,,RUS,19.3593429158,4,2739,200003,2,,Justine Henin,R,167,BEL,24.2409308693,2,3078,6-4 6-4,3,F
2006-W-T2-CHN-01A-2006,Beijing,Hard,28,T2,20060918,021,200065,1,,Amelie Mauresmo,R,175,FRA,27.2060232717,1,3610,200128,5,,Lindsay Davenport,R,189,USA,30.2778918549,12,1451,6-4 6-3,3,QF
2006-W-T2-POL-01A-2006,Warsaw,Clay,28,T2,20060501,027,200079,1,,Kim Clijsters,R,,BEL,22.8966461328,2,2895,201320,4,,Svetlana Kuznetsova,R,174,RUS,20.8432580424,10,1441,7-5 6-2,3,F
